Sentence,Noun,Pronoun
Baby plays with the mixer.,"['Baby', 'mixer']",[]
Take the cork-screw to open the bottle.,"['cork', 'screw', 'bottle']",[]
I would need a bottle opener to open the beer bottle.,"['bottle', 'opener', 'beer']",['I']
I would like a bottle of fruity red wine.,"['bottle', 'fruity', 'wine']",['I']
Put the jam in a pot.,"['jam', 'pot']",[]
You forgot to put the napkins on the table.,"['napkins', 'table']",['You']
Put some plastic film on the plate before putting it in the fridge.,"['film', 'plate', 'fridge']",['it']
I am looking for my hair brush.,"['hair', 'brush']","['I', 'my']"
Fill up the watering can and go water the plants.,"['watering', 'plants']",[]
He needs a pair of secateurs to do some gardening.,"['pair', 'secateurs', 'gardening']",['He']
He is mowing the grass.,['grass'],['He']
I would need a wheelbarrow to carry the earth.,"['wheelbarrow', 'earth']",['I']
Could you lend me a toothbrush ?,['toothbrush'],"['you', 'me']"
Comb your hair before going out.,['hair'],['your']
The hairdryer is not working anymore.,['hairdryer'],[]
Who let the door of the freezer open ?,"['door', 'freezer']",['Who']
"I cannot climb to the ladder, the rungs are broken.","['ladder', 'rungs']",['I']
"As usual, the printer is out of service.","['printer', 'service']",[]
Go hung your coat at the coatpeg please.,"['coat', 'coatpeg']",['your']
You can put your coat on the coat rack,"['coat', 'coat']","['You', 'your']"
The water filter is clogged.,"['water', 'filter']",[]
We have to buy more coffee filters.,"['coffee', 'filters']",['We']
Unpaid bills are pilling up on his desk.,"['bills', 'desk']",['his']
Put that in the trolley instead of carrying it by hand.,"['trolley', 'hand']","['that', 'it']"
She took a basket to go shopping.,['basket'],['She']
Only one stamp on my passport and I am free.,"['stamp', 'passport']","['my', 'I']"
He always has hot water in his thermos.,"['water', 'thermos']","['He', 'his']"
Never let rakes on the ground.,"['rakes', 'ground']",[]
Spades are handier than spades to dig a hole.,"['Spades', 'spades', 'hole']",[]
"In this country, people do not recycle electric batteries.","['country', 'people', 'batteries']",[]
Put a padlock on your lock before you leave.,"['padlock', 'lock']","['your', 'you']"
"The fan is too noisy, switch it off.",['fan'],['it']
The coffee of this coffee maker is bad.,"['coffee', 'coffee', 'maker']",[]
Her purse has been stolen in the street.,"['purse', 'street']",['Her']
I am content with a bowl of cereals for breakfast.,"['bowl', 'cereals', 'breakfast']",['I']
Aluminium cans can be recycled here.,"['Aluminium', 'cans']",[]
The bells are ringing at noon.,"['bells', 'noon']",[]
Silk is highly valued.,['Silk'],[]
He took the ticket off the sweater.,"['ticket', 'sweater']",['He']
A chain prevents the gate's opening.,"['chain', 'gate', 'opening']",[]
You can weigh yourself on a scale.,['scale'],"['You', 'yourself']"
Cardboard can be recycled.,['Cardboard'],[]
I use plastic bags as dustbins.,"['bags', 'dustbins']",['I']
The aspirin tube is empty.,"['aspirin', 'tube']",[]
The remote control has disappeared again.,['control'],[]
That local channel is of a very bad quality.,"['channel', 'quality']",[]
I am still not comfortable with AZERTY keyboards.,['keyboards'],['I']
You have to click on that button.,['button'],['You']
He put some wax on his wooden floor.,"['wax', 'floor']","['He', 'his']"
Slogans are written on placards.,"['Slogans', 'placards']",[]
She cannot find her glass case.,"['glass', 'case']","['She', 'her']"
Do you want a band to tie your hair ?,"['band', 'hair']","['you', 'your']"
You can put some scotch to tie the sheet.,"['scotch', 'sheet']",['You']
The furniture of this shop are quite cheap.,"['furniture', 'shop']",[]
He spent thousands of euros to buy furnishings again.,"['thousands', 'euros', 'furnishings']",['He']
He is still typing his letters with a typewriter.,"['letters', 'typewriter']","['He', 'his']"
He chops wood with an ax.,"['wood', 'ax']",['He']
That saw is not very sharp.,[],['That']
A simple pair of metal pliers would do to cut this chain.,"['pair', 'metal', 'pliers']",[]
There is a bolt missing here.,['bolt'],['There']
We should recharge the drill's battery.,"['drill', 'battery']",['We']
He cuts trees with a chain saw.,"['trees', 'chain', 'saw']",['He']
We need a screwdriver to drive this screw in.,"['screwdriver', 'screw']",['We']
I am looking for a needle.,['needle'],['I']
All the nails have rusted up.,['nails'],[]
He got a hammer blow on his hands.,"['hammer', 'blow', 'hands']","['He', 'his']"
They are digging a trench with a pick.,"['trench', 'pick']",['They']
Put your toys in the box.,"['toys', 'box']",['your']
Take a ruler to take the measurements.,"['ruler', 'measurements']",[]
"It is too complicated for me, I need a calculator to do the maths.","['calculator', 'maths']","['It', 'me', 'I']"
Children need round ended scissors.,"['Children', 'round', 'scissors']",[]
He spent his day sitting at his desk.,"['day', 'desk']","['He', 'his', 'his']"
I have made around a hundred photocopies.,['photocopies'],['I']
They spend their times at the copier.,"['times', 'copier']","['They', 'their']"
He stuck a staple in his finger by mistake.,"['staple', 'finger', 'mistake']","['He', 'his']"
I need a drawing pin to hang the paper at the board.,"['drawing', 'pin', 'paper']",['I']
The drawer is closing with difficulty.,"['drawer', 'difficulty']",[]
Wireless mice are clearly more practical.,['mice'],[]
The computer screen is a 16 inches screen.,"['computer', 'screen', 'inches']",[]
"The phone is ringing, get it.",['phone'],['it']
His computer is always on.,['computer'],['His']
The internet connexion is bad here.,"['internet', 'connexion']",[]
I am looking for colored pencils for children.,"['pencils', 'children']",['I']
This India ink is of a very high quality.,"['ink', 'quality']",[]
"I am looking for some glue, would you have some by any chance ?","['glue', 'chance']","['I', 'you', 'some']"
I cannot find the stapler.,['stapler'],['I']
He put the letter in the envelope.,"['letter', 'envelope']",['He']
He erased the drawing on the wall.,"['drawing', 'wall']",['He']
Do you have an eraser to erase ?,['eraser'],['you']
He solved the problems in front of the class.,"['problems', 'front', 'class']",['He']
There is a basket under the desk to throw papers away.,"['basket', 'desk', 'papers']",['There']
Lather some soap on yourself before getting out of the shower.,"['soap', 'shower']",['yourself']
I am looking for a screwdriver.,['screwdriver'],['I']
Where did you put the cordless phone ?,['phone'],['you']
Can I borrow a pen ?,['pen'],['I']
He wrote a letter to her to explain his plan.,"['letter', 'plan']","['He', 'her', 'his']"
You have to save paper.,['paper'],['You']
He read all the books of the library.,"['books', 'library']",['He']
This article is in the second volume of the encyclopedia.,"['article', 'volume', 'encyclopedia']",[]
Where are the shovel and the brush ?,"['shovel', 'brush']",[]
I'm looking for the brush to sweep out this dust.,"['brush', 'dust']",['I']
Could you sweep up the flat ?,[],['you']
We should vacuum before the landlord arrives.,['landlord'],['We']
Could I borrow a bath towel ?,"['bath', 'towel']",['I']
"One should never share their razors, it is too risky.",['razors'],"['One', 'their', 'it']"
She would need a pair of tweezers to pull a splinter out.,"['pair', 'tweezers', 'splinter']",['She']
The causes of of this event are not so well known.,"['causes', 'event']",[]
He does not realize that his acts have consequences.,"['acts', 'consequences']","['He', 'his']"
He is very lucky.,[],['He']
"Generally speaking, he is rather lucky.",[],['he']
Chance really was on his side.,['side'],['his']
"To escape reality, she takes shelter in her imagination.","['reality', 'shelter', 'imagination']","['she', 'her']"
He took his chances by quitting his job.,"['chances', 'job']","['He', 'his', 'his']"
They met in the street by chance.,"['street', 'chance']",['They']
He chooses his next destination at random.,['destination'],"['He', 'his']"
They have done their homeworks in a hurry.,"['homeworks', 'hurry']","['They', 'their']"
"While you are at it, could you buy some bread ?",['bread'],"['you', 'it', 'you']"
The flooding have caused huge damage.,"['flooding', 'damage']",[]
The accident occured at 2 am.,"['accident', 'am']",[]
Everyone has their ways to contribute to the project.,"['ways', 'project']","['Everyone', 'their']"
The social policy of the Argentinian government has resulted in huge economic growth.,"['policy', 'government', 'growth']",[]
The crisis is the result of a disatruous economic policy.,"['crisis', 'result', 'policy']",[]
They are cruelly lacking an ambition.,['ambition'],['They']
There are gaps in his knowledge of French.,"['gaps', 'knowledge']","['There', 'his']"
The meeting took place in the top office.,"['meeting', 'place', 'office']",[]
Events have followed on quite quickly.,['Events'],[]
The possibility of the country defaulting on its debt sent the markets into a frenzy.,"['possibility', 'country', 'debt']",['its']
I think this is a part of your car.,"['part', 'car']","['I', 'this', 'your']"
You have to go to the end of the street.,"['end', 'street']",['You']
Only some fragments remain of the original text.,"['fragments', 'text']",[]
The price of the ticket does not include airport taxes.,"['price', 'ticket', 'airport']",[]
He did not manage to reach his mother over the phone.,"['mother', 'phone']","['He', 'his']"
I do not know what this test is about.,['test'],"['I', 'what']"
The balance of the country was shattered.,"['balance', 'country']",[]
He is completely dominated by his wife.,['wife'],"['He', 'his']"
His defects do not manage to offset his qualities.,"['defects', 'qualities']","['His', 'his']"
This bottle contains orange juice.,"['bottle', 'juice']",[]
They have finished what they had started.,[],"['They', 'what', 'they']"
The bound between you two is not easy to understand.,[],['you']
"A priori, these two events are not related.",['events'],['A']
The link between these two events is not obvious.,"['link', 'events']",[]
This suit will not do for your interview.,"['suit', 'interview']",['your']
The way he reacted to the news was inapropriate.,"['way', 'news']",['he']
"On the contrary, it is very important.",['contrary'],['it']
It does not matter that you have failed your exams.,['exams'],"['It', 'you', 'your']"
He does not realize how much this relationship is worth.,['relationship'],['He']
Spending so much money on that is not worthing it.,['money'],"['that', 'it']"
The solution of this problem is trivial.,"['solution', 'problem']",[]
He has a deep knowledge of the French language.,"['knowledge', 'language']",['He']
He has a prominent rôle in the company.,"['rôle', 'company']",['He']
The situation is evolving rapidly these days.,"['situation', 'days']",[]
You can find a great variety of fruit in this market.,"['variety', 'fruit', 'market']",['You']
The cultural diversity of the capital is its major asset.,"['diversity', 'capital', 'asset']",['its']
Inequalities tend to increase.,['Inequalities'],[]
The evolution of the situation seems to be positive.,"['evolution', 'situation']",[]
Social inequalities keep on increasing.,['inequalities'],[]
The increase of prices leads to the discontentment of the population.,"['increase', 'prices', 'discontentment']",[]
